old_name,new_name,brand,art_number,color,price,status,error
WhatsApp Image 2026-07-10 at 1.45.55 PM (1).jpeg,Walkaroo_WL7900_French_Beige_359_2.jpeg,Walkaroo,WL7900,French_Beige,359,ok,
WhatsApp Image 2026-07-10 at 1.45.55 PM (2).jpeg,Walkaroo_WL7900_Purple_359_2.jpeg,Walkaroo,WL7900,Purple,359,ok,
WhatsApp Image 2026-07-10 at 1.45.55 PM (3).jpeg,Walkaroo_WLR79400_CUSHION_A_I_270.jpeg,Walkaroo,WLR79400,CUSHION_A_I,270,ok,
WhatsApp Image 2026-07-10 at 1.45.55 PM.jpeg,Walkaroo_WF6255_Tan_829.jpeg,Walkaroo,WF6255,Tan,829,ok,
WhatsApp Image 2026-07-10 at 1.45.56 PM (1).jpeg,Walkaroo_WL7800_Black_319_2.jpeg,Walkaroo,WL7800,Black,319,ok,
WhatsApp Image 2026-07-10 at 1.45.56 PM (2).jpeg,Walkaroo_WLR77012_Brown_359_2.jpeg,Walkaroo,WLR77012,Brown,359,ok,
WhatsApp Image 2026-07-10 at 1.45.56 PM.jpeg,Walkaroo_WLR77023_Green_299_2.jpeg,Walkaroo,WLR77023,Green,299,ok,
WhatsApp Image 2026-07-10 at 1.45.57 PM (1).jpeg,Walkaroo_WLP78012_Black_499.jpeg,Walkaroo,WLP78012,Black,499,ok,
WhatsApp Image 2026-07-10 at 1.45.57 PM (2).jpeg,Walkaroo_W187_Pink_189_2.jpeg,Walkaroo,W187,Pink,189,ok,
WhatsApp Image 2026-07-10 at 1.45.57 PM (3).jpeg,Walkaroo_W187_Blue_189_2.jpeg,Walkaroo,W187,Blue,189,ok,
WhatsApp Image 2026-07-10 at 1.45.57 PM.jpeg,Walkaroo_WLR77012_Olive_359_2.jpeg,Walkaroo,WLR77012,Olive,359,ok,
WhatsApp Image 2026-07-10 at 1.45.58 PM (1).jpeg,Walkaroo_BX2255_Brown_184_2.jpeg,Walkaroo,BX2255,Brown,184,ok,
WhatsApp Image 2026-07-10 at 1.45.58 PM (2).jpeg,Walkaroo_W172_Brown_279_2.jpeg,Walkaroo,W172,Brown,279,ok,
WhatsApp Image 2026-07-10 at 1.45.58 PM.jpeg,Walkaroo_BX2255_Grey_184_2.jpeg,Walkaroo,BX2255,Grey,184,ok,
WhatsApp Image 2026-07-10 at 1.45.59 PM (1).jpeg,Walkaroo_WL981_Blue_279.jpeg,Walkaroo,WL981,Blue,279,ok,
WhatsApp Image 2026-07-10 at 1.45.59 PM (2).jpeg,Walkaroo_WL7132_SOLE_EA_GE_264.jpeg,Walkaroo,WL7132,SOLE_EA_GE,264,ok,
WhatsApp Image 2026-07-10 at 1.45.59 PM.jpeg,Walkaroo_W102_Black_264_2.jpeg,Walkaroo,W102,Black,264,ok,
WhatsApp Image 2026-07-10 at 1.46.00 PM (1).jpeg,Walkaroo_Unknown_Tan_269.jpeg,Walkaroo,,Tan,269,ok,
WhatsApp Image 2026-07-10 at 1.46.00 PM (2).jpeg,Walkaroo_BX2255_FI_OE_184.jpeg,Walkaroo,BX2255,FI_OE,184,ok,
WhatsApp Image 2026-07-10 at 1.46.00 PM (3).jpeg,Walkaroo_BX2255_Blue_184_2.jpeg,Walkaroo,BX2255,Blue,184,ok,
WhatsApp Image 2026-07-10 at 1.46.00 PM.jpeg,Walkaroo_WLP70418_Rose_329_2.jpeg,Walkaroo,WLP70418,Rose,329,ok,
WhatsApp Image 2026-07-10 at 1.46.01 PM (1).jpeg,Walkaroo_Unknown_PLUM_259.jpeg,Walkaroo,,PLUM,259,ok,
WhatsApp Image 2026-07-10 at 1.46.01 PM (2).jpeg,Walkaroo_BASIX_BX2675_Maroon_229_2.jpeg,Walkaroo_BASIX,BX2675,Maroon,229,ok,
WhatsApp Image 2026-07-10 at 1.46.01 PM (3).jpeg,Walkaroo_WLR71215_Beige_299_3.jpeg,Walkaroo,WLR71215,Beige,299,ok,
WhatsApp Image 2026-07-10 at 1.46.01 PM.jpeg,Walkaroo_BX2650_Blue_239_2.jpeg,Walkaroo,BX2650,Blue,239,ok,
WhatsApp Image 2026-07-10 at 1.46.02 PM (1).jpeg,Walkaroo_WL7673_SOY_299.jpeg,Walkaroo,WL7673,SOY,299,ok,
WhatsApp Image 2026-07-10 at 1.46.02 PM (2).jpeg,Walkaroo_BX2672_Blue_264_2.jpeg,Walkaroo,BX2672,Blue,264,ok,
WhatsApp Image 2026-07-10 at 1.46.02 PM (3).jpeg,Walkaroo_WLR74018_PISTA_309.jpeg,Walkaroo,WLR74018,PISTA,309,ok,
WhatsApp Image 2026-07-10 at 1.46.02 PM.jpeg,Walkaroo_BX2669_Standard_259.jpeg,Walkaroo,BX2669,Standard,259,ok,
WhatsApp Image 2026-07-10 at 1.46.03 PM (1).jpeg,Walkaroo_WLR73022_Blue_279_2.jpeg,Walkaroo,WLR73022,Blue,279,ok,
WhatsApp Image 2026-07-10 at 1.46.03 PM (2).jpeg,Walkaroo_WGP53410_Tan_479_3.jpeg,Walkaroo,WGP53410,Tan,479,ok,
WhatsApp Image 2026-07-10 at 1.46.03 PM.jpeg,Walkaroo_WLR73022_Black_279_2.jpeg,Walkaroo,WLR73022,Black,279,ok,
WhatsApp Image 2026-07-10 at 1.46.04 PM (1).jpeg,Walkaroo_WEI356_Brown_719.jpeg,Walkaroo,WEI356,Brown,719,ok,
WhatsApp Image 2026-07-10 at 1.46.04 PM (2).jpeg,Walkaroo_Unknown_Tan_739_3.jpeg,Walkaroo,,Tan,739,ok,
WhatsApp Image 2026-07-10 at 1.46.04 PM.jpeg,Walkaroo_WGP53408_Blue_469_2.jpeg,Walkaroo,WGP53408,Blue,469,ok,
WhatsApp Image 2026-07-10 at 1.46.05 PM (1).jpeg,Walkaroo_Unknown_Black_679_7.jpeg,Walkaroo,,Black,679,ok,
WhatsApp Image 2026-07-10 at 1.46.05 PM (2).jpeg,Walkaroo_Unknown_Black_679_6.jpeg,Walkaroo,,Black,679,ok,
WhatsApp Image 2026-07-10 at 1.46.05 PM (3).jpeg,Walkaroo_Unknown_Black_679_8.jpeg,Walkaroo,,Black,679,ok,
WhatsApp Image 2026-07-10 at 1.46.05 PM.jpeg,Walkaroo_W27138_Standard_249.jpeg,Walkaroo,W27138,Standard,249,ok,
WhatsApp Image 2026-07-10 at 1.46.06 PM (1).jpeg,Walkaroo_Unknown_Black_679_9.jpeg,Walkaroo,,Black,679,ok,
WhatsApp Image 2026-07-10 at 1.46.06 PM (2).jpeg,Walkaroo_Unknown_Black_719_3.jpeg,Walkaroo,,Black,719,ok,
WhatsApp Image 2026-07-10 at 1.46.06 PM (3).jpeg,Walkaroo_Unknown_Black_719_4.jpeg,Walkaroo,,Black,719,ok,
WhatsApp Image 2026-07-10 at 1.46.06 PM.jpeg,Walkaroo_Unknown_Black_679_10.jpeg,Walkaroo,,Black,679,ok,
WhatsApp Image 2026-07-10 at 1.46.07 PM (1).jpeg,Walkaroo_W5687_Brown_309_3.jpeg,Walkaroo,W5687,Brown,309,ok,
WhatsApp Image 2026-07-10 at 1.46.07 PM (2).jpeg,Walkaroo_W5687_Green_309_2.jpeg,Walkaroo,W5687,Green,309,ok,
WhatsApp Image 2026-07-10 at 1.46.07 PM (3).jpeg,Walkaroo_W5687_Brown_309_4.jpeg,Walkaroo,W5687,Brown,309,ok,
WhatsApp Image 2026-07-10 at 1.46.07 PM.jpeg,Walkaroo_W5687_Black_309_2.jpeg,Walkaroo,W5687,Black,309,ok,
WhatsApp Image 2026-07-10 at 1.46.08 PM (1).jpeg,Walkaroo_WE1335_Black_599_2.jpeg,Walkaroo,WE1335,Black,599,ok,
WhatsApp Image 2026-07-10 at 1.46.08 PM (2).jpeg,Walkaroo_WE1335_RETAIL_599.jpeg,Walkaroo,WE1335,RETAIL,599,ok,
WhatsApp Image 2026-07-10 at 1.46.08 PM (3).jpeg,Walkaroo_WGP53320_WE_CN_479.jpeg,Walkaroo,WGP53320,WE_CN,479,ok,
WhatsApp Image 2026-07-10 at 1.46.08 PM.jpeg,Walkaroo_W5687_VATKAROO_309.jpeg,Walkaroo,W5687,VATKAROO,309,ok,
WhatsApp Image 2026-07-10 at 1.46.09 PM (1).jpeg,Walkaroo_WGP53032_J_A_E_799.jpeg,Walkaroo,WGP53032,J_A_E,799,ok,
WhatsApp Image 2026-07-10 at 1.46.09 PM (2).jpeg,Walkaroo_WGP53032_FET_799.jpeg,Walkaroo,WGP53032,FET,799,ok,
WhatsApp Image 2026-07-10 at 1.46.09 PM (3).jpeg,Walkaroo_WGP53440_Camel_519_2.jpeg,Walkaroo,WGP53440,Camel,519,ok,
WhatsApp Image 2026-07-10 at 1.46.09 PM.jpeg,Walkaroo_WGP53320_BACKBEGE_EE_479.jpeg,Walkaroo,WGP53320,BACKBEGE_EE,479,ok,
WhatsApp Image 2026-07-10 at 1.46.10 PM (1).jpeg,Walkaroo_WGP53410_Tan_479_4.jpeg,Walkaroo,WGP53410,Tan,479,ok,
WhatsApp Image 2026-07-10 at 1.46.10 PM (2).jpeg,Walkaroo_WGP5345_Blue_259_2.jpeg,Walkaroo,WGP5345,Blue,259,ok,
WhatsApp Image 2026-07-10 at 1.46.10 PM (3).jpeg,Walkaroo_WGR53351_Olive_539_2.jpeg,Walkaroo,WGR53351,Olive,539,ok,
WhatsApp Image 2026-07-10 at 1.46.10 PM.jpeg,Walkaroo_WGP53440_NIAED_VV_519.jpeg,Walkaroo,WGP53440,NIAED_VV,519,ok,
WhatsApp Image 2026-07-10 at 1.46.11 PM (1).jpeg,Walkaroo_WE1020_Black_629.jpeg,Walkaroo,WE1020,Black,629,ok,
WhatsApp Image 2026-07-10 at 1.46.11 PM (2).jpeg,Walkaroo_WE1020_EXTRA_629.jpeg,Walkaroo,WE1020,EXTRA,629,ok,
WhatsApp Image 2026-07-10 at 1.46.11 PM (3).jpeg,Walkaroo_BASIX_BX2554_PLUM_A_299.jpeg,Walkaroo_BASIX,BX2554,PLUM_A,299,ok,
WhatsApp Image 2026-07-10 at 1.46.11 PM.jpeg,Walkaroo_WGR53387_NUAL_TONE_NL_429.jpeg,Walkaroo,WGR53387,NUAL_TONE_NL,429,ok,
WhatsApp Image 2026-07-10 at 1.46.12 PM (1).jpeg,Walkaroo_WLP72034_Blue_349_2.jpeg,Walkaroo,WLP72034,Blue,349,ok,
WhatsApp Image 2026-07-10 at 1.46.12 PM (2).jpeg,Walkaroo_BX2554_Maroon_299_2.jpeg,Walkaroo,BX2554,Maroon,299,ok,
WhatsApp Image 2026-07-10 at 1.46.12 PM.jpeg,Walkaroo_WLP72034_Standard_349_2.jpeg,Walkaroo,WLP72034,Standard,349,ok,
WhatsApp Image 2026-07-10 at 1.46.13 PM (1).jpeg,Walkaroo_WLR71215_Beige_299_4.jpeg,Walkaroo,WLR71215,Beige,299,ok,
WhatsApp Image 2026-07-10 at 1.46.13 PM (2).jpeg,Walkaroo_WL7554_Purple_379_2.jpeg,Walkaroo,WL7554,Purple,379,ok,
WhatsApp Image 2026-07-10 at 1.46.13 PM (3).jpeg,Walkaroo_BASIX_BX2672_Brown_269.jpeg,Walkaroo_BASIX,BX2672,Brown,269,ok,
WhatsApp Image 2026-07-10 at 1.46.13 PM.jpeg,Walkaroo_WE2349_Olive_379_2.jpeg,Walkaroo,WE2349,Olive,379,ok,
WhatsApp Image 2026-07-10 at 1.46.14 PM (1).jpeg,Walkaroo_BX2554_Burgundy_299_2.jpeg,Walkaroo,BX2554,Burgundy,299,ok,
WhatsApp Image 2026-07-10 at 1.46.14 PM (2).jpeg,Walkaroo_WLR72017_Brown_269_2.jpeg,Walkaroo,WLR72017,Brown,269,ok,
WhatsApp Image 2026-07-10 at 1.46.14 PM (3).jpeg,Walkaroo_Unknown_PLUM_269.jpeg,Walkaroo,,PLUM,269,ok,
WhatsApp Image 2026-07-10 at 1.46.14 PM.jpeg,Walkaroo_WE2023_SOLE_J_499.jpeg,Walkaroo,WE2023,SOLE_J,499,ok,
WhatsApp Image 2026-07-10 at 1.46.15 PM (1).jpeg,Walkaroo_Unknown_VATKAVOO_379.jpeg,Walkaroo,,VATKAVOO,379,ok,
WhatsApp Image 2026-07-10 at 1.46.15 PM (2).jpeg,Walkaroo_WLR72077_Black_359_2.jpeg,Walkaroo,WLR72077,Black,359,ok,
WhatsApp Image 2026-07-10 at 1.46.15 PM (3).jpeg,Walkaroo_WLR72042_Sand_329_2.jpeg,Walkaroo,WLR72042,Sand,329,ok,
WhatsApp Image 2026-07-10 at 1.46.15 PM.jpeg,Walkaroo_WE2349_Purple_379_2.jpeg,Walkaroo,WE2349,Purple,379,ok,
WhatsApp Image 2026-07-10 at 1.46.16 PM (1).jpeg,Walkaroo_WL7554_Olive_379_2.jpeg,Walkaroo,WL7554,Olive,379,ok,
WhatsApp Image 2026-07-10 at 1.46.16 PM (2).jpeg,Walkaroo_BX2554_Black_299_2.jpeg,Walkaroo,BX2554,Black,299,ok,
WhatsApp Image 2026-07-10 at 1.46.16 PM (3).jpeg,Walkaroo_WLP74050_Olive_499.jpeg,Walkaroo,WLP74050,Olive,499,ok,
WhatsApp Image 2026-07-10 at 1.46.16 PM.jpeg,Walkaroo_BX2554_Blue_299_2.jpeg,Walkaroo,BX2554,Blue,299,ok,
WhatsApp Image 2026-07-10 at 1.46.17 PM (1).jpeg,Walkaroo_WC8800_White_269_2.jpeg,Walkaroo,WC8800,White,269,ok,
WhatsApp Image 2026-07-10 at 1.46.17 PM (2).jpeg,Walkaroo_Unknown_Khaki_339.jpeg,Walkaroo,,Khaki,339,ok,
WhatsApp Image 2026-07-10 at 1.46.17 PM (3).jpeg,Walkaroo_WC4843_BS_J_A_314.jpeg,Walkaroo,WC4843,BS_J_A,314,ok,
WhatsApp Image 2026-07-10 at 1.46.17 PM.jpeg,Walkaroo_WE1347_Olive_749_2.jpeg,Walkaroo,WE1347,Olive,749,ok,
WhatsApp Image 2026-07-10 at 1.46.18 PM (1).jpeg,Walkaroo_Unknown_CAM_A_479.jpeg,Walkaroo,,CAM_A,479,ok,
WhatsApp Image 2026-07-10 at 1.46.18 PM (2).jpeg,Walkaroo_WC8737_Grey_299_2.jpeg,Walkaroo,WC8737,Grey,299,ok,
WhatsApp Image 2026-07-10 at 1.46.18 PM (3).jpeg,Walkaroo_WC4823_Grey_289_2.jpeg,Walkaroo,WC4823,Grey,289,ok,
WhatsApp Image 2026-07-10 at 1.46.18 PM.jpeg,Walkaroo_WC4843_Grey_314_3.jpeg,Walkaroo,WC4843,Grey,314,ok,
WhatsApp Image 2026-07-10 at 1.46.19 PM (1).jpeg,Walkaroo_Unknown_Black_439_2.jpeg,Walkaroo,,Black,439,ok,
WhatsApp Image 2026-07-10 at 1.46.19 PM (2).jpeg,Walkaroo_WC8819_Tan_279_2.jpeg,Walkaroo,WC8819,Tan,279,ok,
WhatsApp Image 2026-07-10 at 1.46.19 PM (3).jpeg,Walkaroo_WC4829_White_359_2.jpeg,Walkaroo,WC4829,White,359,ok,
WhatsApp Image 2026-07-10 at 1.46.19 PM.jpeg,Walkaroo_Unknown_Khaki_439_2.jpeg,Walkaroo,,Khaki,439,ok,
WhatsApp Image 2026-07-10 at 1.46.20 PM (1).jpeg,Walkaroo_WC4865_Peach_299_3.jpeg,Walkaroo,WC4865,Peach,299,ok,
WhatsApp Image 2026-07-10 at 1.46.20 PM (2).jpeg,Walkaroo_WES821_Tan_439.jpeg,Walkaroo,WES821,Tan,439,ok,
WhatsApp Image 2026-07-10 at 1.46.20 PM (3).jpeg,Walkaroo_WF6258_Brown_799_3.jpeg,Walkaroo,WF6258,Brown,799,ok,
WhatsApp Image 2026-07-10 at 1.46.20 PM.jpeg,Walkaroo_FLR43110_Beige_329_2.jpeg,Walkaroo,FLR43110,Beige,329,ok,
WhatsApp Image 2026-07-10 at 1.46.21 PM.jpeg,Walkaroo_WF6255_Tan_829_2.jpeg,Walkaroo,WF6255,Tan,829,ok,
